Cr_1;19h-21h;Bar;7000
Cr_2;21h-23h;Bar;2000
Cr_3;21h-23h;Bar;8000
Cr_4;23h-01h;Bar;4000
Cr_5;23h-01h;Bar;9000
Cr_6;23h-01h;Bar;4000
Cr_7;13h-14h;Camping;3000
Cr_8;15h-16h;Camping;10000
Cr_9;17h-18h;Camping;6000
Cr_10;17h-18h;Camping;9000
Cr_11;19h-20h;Camping;9000
Cr_12;20h-21h;Camping;3000
Cr_13;03h-04h;Camping;2000
Cr_14;19h-20h;Entree;10000
Cr_15;21h-22h;Entree;8000
Cr_16;21h-23h;Entree;3000
Cr_17;22h-23h;Entree;9000
Cr_18;00h-01h;Entree;4000
Cr_19;02h-03h;Entree;4000
Cr_20;19h-20h;Secu;9000
Cr_21;20h-21h;Secu;9000
Cr_22;21h-22h;Secu;10000
Cr_23;23h-00h;Secu;3000
Cr_24;00h-01h;Secu;8000
Cr_25;01h-02h;Secu;1000
Cr_26;02h-03h;Secu;6000
Cr_27;19h-21h;Snack;5000
Cr_28;21h-23h;Snack;10000
Cr_29;21h-23h;Snack;4000
Cr_30;23h-01h;Snack;2000
Cr_31;01h-03h;Snack;1000
ben_1;Snack;Entree;nochoice;ben_13;ben_2
ben_2;Camping;Snack;Entree;ben_46;ben_1
ben_3;Camping;Secu;Bar;ben_4;ben_41
ben_4;Bar;Snack;Secu;ben_42;ben_43
ben_5;Entree;Bar;Camping;ben_30;ben_6
ben_6;Entree;Secu;Camping;ben_12;ben_35
ben_7;Camping;Snack;Bar;ben_3;ben_19
ben_8;Bar;Secu;Camping;ben_29;ben_41
ben_9;Camping;Snack;Bar;ben_31;ben_6
ben_10;Snack;Entree;Bar;ben_20;ben_11
ben_11;Secu;Bar;Snack;ben_35;ben_12
ben_12;Snack;Secu;Camping;ben_3;ben_39
ben_13;Entree;Bar;Camping;ben_1;ben_49
ben_14;Camping;Entree;Snack;ben_4;ben_21
ben_15;Camping;Entree;Snack;ben_5;ben_3
ben_16;Secu;Entree;Bar;ben_33;ben_4
ben_17;Camping;Snack;Bar;ben_26;ben_54
ben_18;Entree;Camping;Secu;ben_51;ben_3
ben_19;Bar;Camping;Secu;ben_54;ben_10
ben_20;Bar;Entree;Secu;ben_56;ben_6
ben_21;Secu;Bar;Snack;ben_38;ben_30
ben_22;Snack;Secu;Bar;ben_44;ben_8
ben_23;Camping;Entree;Secu;ben_40;ben_25
ben_24;Entree;Secu;Camping;ben_12;ben_2
ben_25;Bar;nochoice;nochoice;ben_9;ben_36
ben_26;Snack;Bar;Entree;ben_41;ben_35
ben_27;Secu;Bar;Snack;ben_18;ben_52
ben_28;Entree;Camping;Bar;ben_27;ben_33
ben_29;Camping;Secu;Snack;ben_1;ben_51
ben_30;Secu;Snack;Entree;ben_55;ben_4
ben_31;Camping;Bar;Secu;ben_19;ben_8
ben_32;Snack;Secu;Camping;ben_4;nochoice
ben_33;Secu;Snack;Entree;ben_11;ben_54
ben_34;Bar;Secu;Camping;ben_47;ben_41
ben_35;Secu;Snack;Bar;ben_12;nochoice
ben_36;Entree;Snack;Bar;ben_40;ben_35
ben_37;Secu;nochoice;nochoice;ben_15;ben_25
ben_38;Snack;Camping;Bar;ben_49;ben_7
ben_39;Snack;Bar;Secu;ben_20;ben_46
ben_40;Bar;Camping;Secu;ben_29;ben_1
ben_41;Camping;Entree;Secu;ben_5;ben_48
ben_42;Secu;Snack;nochoice;ben_26;ben_19
ben_43;Secu;Snack;Camping;ben_42;ben_11
ben_44;Snack;Entree;Camping;ben_26;ben_54
ben_45;Bar;Snack;Entree;ben_28;ben_21
ben_46;Camping;Snack;Entree;ben_2;ben_48
ben_47;Bar;Entree;Secu;ben_6;ben_53
ben_48;Bar;Secu;Camping;ben_34;ben_21
ben_49;Snack;Entree;Camping;ben_25;ben_9
ben_50;Bar;Entree;Camping;ben_41;ben_6
ben_51;Bar;Snack;Camping;ben_38;ben_52
ben_52;Snack;Bar;Camping;ben_56;ben_45
ben_53;Entree;Bar;Secu;ben_56;ben_1
ben_54;Entree;Camping;Snack;ben_7;ben_20
ben_55;Entree;Camping;Secu;ben_53;ben_30
ben_56;Snack;Camping;Bar;ben_12;ben_20
