Cr_1;19h-21h;Bar;5000
Cr_2;21h-23h;Bar;4000
Cr_3;12h-13h;Camping;3000
Cr_4;13h-14h;Camping;1000
Cr_5;19h-20h;Entree;6000
Cr_6;19h-20h;Secu;8000
Cr_7;20h-21h;Secu;7000
Cr_8;17h-19h;Snack;5000
Cr_9;17h-19h;Snack;8000
Cr_10;19h-21h;Snack;3000
ben_1;Snack;Bar;Secu;ben_11;nochoice
ben_2;Bar;Secu;Camping;ben_3;ben_4
ben_3;Snack;Bar;Entree;ben_2;nochoice
ben_4;nochoice;nochoice;nochoice;ben_9;nochoice
ben_5;Snack;Bar;Entree;nochoice;nochoice
ben_6;Snack;Bar;Camping;ben_8;nochoice
ben_7;Snack;Bar;Entree;ben_9;nochoice
ben_8;Bar;Secu;Camping;nochoice;nochoice
ben_9;Snack;Bar;Entree;ben_10;ben_7
ben_10;Snack;Bar;Entree;ben_9;nochoice
ben_11;Bar;Entree;Secu;ben_1;nochoice
ben_12;Snack;Bar;nochoice;nochoice;nochoice
