Cr_1;19h-21h;Bar;7000
Cr_2;21h-23h;Bar;6000
Cr_3;21h-23h;Bar;1000
Cr_4;23h-01h;Bar;2000
Cr_5;23h-01h;Bar;7000
Cr_6;12h-13h;Camping;10000
Cr_7;15h-16h;Camping;7000
Cr_8;17h-18h;Camping;10000
Cr_9;18h-19h;Camping;8000
Cr_10;20h-21h;Camping;2000
Cr_11;19h-20h;Entree;6000
Cr_12;20h-21h;Entree;8000
Cr_13;21h-22h;Entree;1000
Cr_14;21h-23h;Entree;5000
Cr_15;23h-00h;Entree;3000
Cr_16;01h-02h;Entree;6000
Cr_17;20h-21h;Secu;10000
Cr_18;22h-23h;Secu;9000
Cr_19;22h-23h;Secu;3000
Cr_20;01h-02h;Secu;2000
Cr_21;01h-02h;Secu;7000
Cr_22;17h-19h;Snack;3000
Cr_23;21h-23h;Snack;3000
Cr_24;23h-01h;Snack;10000
Cr_25;23h-01h;Snack;9000
ben_1;Bar;Snack;Entree;ben_38;ben_13
ben_2;Entree;Camping;Snack;ben_18;ben_34
ben_3;Bar;Camping;Snack;ben_10;ben_39
ben_4;Snack;Bar;Secu;ben_13;ben_27
ben_5;Secu;Camping;Entree;ben_32;ben_36
ben_6;Camping;Secu;Snack;ben_3;ben_21
ben_7;Entree;Secu;Snack;ben_28;ben_37
ben_8;Entree;Bar;Secu;ben_5;ben_10
ben_9;Entree;Camping;Secu;ben_38;ben_3
ben_10;Snack;Camping;Secu;ben_24;ben_6
ben_11;Camping;Secu;Entree;ben_33;ben_32
ben_12;Secu;Camping;Bar;ben_4;ben_35
ben_13;Bar;Snack;Entree;ben_37;ben_22
ben_14;Snack;Camping;Secu;ben_10;ben_6
ben_15;Bar;Snack;Entree;ben_34;ben_11
ben_16;Secu;Snack;Bar;ben_12;ben_34
ben_17;Entree;Secu;Camping;ben_26;ben_36
ben_18;Secu;Snack;Camping;ben_37;ben_16
ben_19;Camping;Entree;Bar;ben_20;ben_39
ben_20;Camping;Entree;Secu;ben_22;ben_31
ben_21;Secu;nochoice;nochoice;ben_10;ben_9
ben_22;Secu;Snack;Bar;ben_26;ben_10
ben_23;Entree;Secu;Camping;ben_29;ben_25
ben_24;Secu;Bar;Camping;ben_14;ben_39
ben_25;Secu;Camping;Snack;ben_1;ben_29
ben_26;Snack;Camping;Secu;ben_15;ben_24
ben_27;Bar;Camping;Secu;ben_5;ben_33
ben_28;Secu;Entree;Snack;ben_31;ben_6
ben_29;Entree;Camping;Secu;ben_14;ben_34
ben_30;Camping;Entree;Secu;ben_32;ben_22
ben_31;Secu;Snack;Camping;ben_6;ben_24
ben_32;Bar;Secu;Camping;ben_7;ben_21
ben_33;Snack;Camping;Bar;ben_29;ben_12
ben_34;Snack;Entree;Camping;ben_37;ben_20
ben_35;Bar;Camping;nochoice;ben_17;ben_13
ben_36;Bar;Entree;Snack;ben_37;ben_32
ben_37;Entree;Secu;Camping;ben_35;ben_15
ben_38;Camping;Entree;Secu;ben_33;ben_13
ben_39;Secu;Snack;Camping;ben_15;ben_37
ben_40;Bar;Camping;Entree;ben_5;ben_23
