Cr_1;19h-21h;Bar;3000
Cr_2;19h-21h;Bar;1000
Cr_3;19h-21h;Bar;7000
Cr_4;19h-21h;Bar;5000
Cr_5;19h-21h;Bar;5000
Cr_6;19h-21h;Bar;10000
Cr_7;21h-23h;Bar;2000
Cr_8;21h-23h;Bar;6000
Cr_9;21h-23h;Bar;10000
Cr_10;21h-23h;Bar;3000
Cr_11;21h-23h;Bar;6000
Cr_12;21h-23h;Bar;3000
Cr_13;21h-23h;Bar;9000
Cr_14;21h-23h;Bar;7000
Cr_15;21h-23h;Bar;4000
Cr_16;21h-23h;Bar;6000
Cr_17;23h-01h;Bar;4000
Cr_18;23h-01h;Bar;7000
Cr_19;23h-01h;Bar;3000
Cr_20;23h-01h;Bar;9000
Cr_21;23h-01h;Bar;4000
Cr_22;23h-01h;Bar;2000
Cr_23;23h-01h;Bar;8000
Cr_24;23h-01h;Bar;2000
Cr_25;23h-01h;Bar;8000
Cr_26;01h-03h;Bar;6000
Cr_27;01h-03h;Bar;5000
Cr_28;01h-03h;Bar;10000
Cr_29;12h-13h;Camping;6000
Cr_30;12h-13h;Camping;3000
Cr_31;13h-14h;Camping;4000
Cr_32;13h-14h;Camping;1000
Cr_33;14h-15h;Camping;7000
Cr_34;14h-15h;Camping;2000
Cr_35;15h-16h;Camping;4000
Cr_36;15h-16h;Camping;10000
Cr_37;16h-17h;Camping;10000
Cr_38;16h-17h;Camping;9000
Cr_39;17h-18h;Camping;8000
Cr_40;17h-18h;Camping;7000
Cr_41;17h-18h;Camping;5000
Cr_42;17h-18h;Camping;1000
Cr_43;17h-18h;Camping;9000
Cr_44;18h-19h;Camping;8000
Cr_45;18h-19h;Camping;2000
Cr_46;18h-19h;Camping;1000
Cr_47;18h-19h;Camping;6000
Cr_48;18h-19h;Camping;5000
Cr_49;19h-20h;Camping;5000
Cr_50;19h-20h;Camping;10000
Cr_51;19h-20h;Camping;7000
Cr_52;20h-21h;Camping;8000
Cr_53;20h-21h;Camping;3000
Cr_54;20h-21h;Camping;9000
Cr_55;02h-03h;Camping;7000
